starttime	seconds	ctime	dtime	ttime	wait
Fri Jan 26 20:06:46 2018	1516997206	0	42	43	42
Fri Jan 26 20:06:46 2018	1516997206	0	43	43	43
Fri Jan 26 20:06:46 2018	1516997206	0	47	47	47
Fri Jan 26 20:06:39 2018	1516997199	0	49	49	49
Fri Jan 26 20:06:36 2018	1516997196	0	49	49	49
Fri Jan 26 20:06:39 2018	1516997199	0	50	50	50
Fri Jan 26 20:06:44 2018	1516997204	0	50	50	50
Fri Jan 26 20:06:36 2018	1516997196	0	51	51	50
Fri Jan 26 20:06:40 2018	1516997200	0	53	54	53
Fri Jan 26 20:06:27 2018	1516997187	4	50	54	50
Fri Jan 26 20:06:35 2018	1516997195	0	53	54	53
Fri Jan 26 20:06:46 2018	1516997206	0	54	54	54
Fri Jan 26 20:06:35 2018	1516997195	0	54	54	54
Fri Jan 26 20:06:46 2018	1516997206	0	54	54	54
Fri Jan 26 20:06:46 2018	1516997206	0	54	54	54
Fri Jan 26 20:06:46 2018	1516997206	0	54	54	54
Fri Jan 26 20:06:46 2018	1516997206	0	54	54	54
Fri Jan 26 20:06:46 2018	1516997206	0	54	55	54
Fri Jan 26 20:06:28 2018	1516997188	0	54	55	54
Fri Jan 26 20:06:46 2018	1516997206	0	54	55	54
Fri Jan 26 20:06:28 2018	1516997188	1	55	55	54
Fri Jan 26 20:06:39 2018	1516997199	0	55	55	55
Fri Jan 26 20:06:46 2018	1516997206	0	55	56	55
Fri Jan 26 20:06:28 2018	1516997188	0	55	56	55
Fri Jan 26 20:06:28 2018	1516997188	0	56	56	55
Fri Jan 26 20:06:45 2018	1516997205	0	56	56	56
Fri Jan 26 20:06:28 2018	1516997188	0	56	56	56
Fri Jan 26 20:06:35 2018	1516997195	0	56	56	56
Fri Jan 26 20:06:28 2018	1516997188	0	56	56	56
Fri Jan 26 20:06:28 2018	1516997188	0	56	56	56
Fri Jan 26 20:06:28 2018	1516997188	0	56	56	56
Fri Jan 26 20:06:28 2018	1516997188	0	56	56	56
Fri Jan 26 20:06:28 2018	1516997188	0	56	56	56
Fri Jan 26 20:06:28 2018	1516997188	1	57	57	57
Fri Jan 26 20:06:35 2018	1516997195	0	57	57	57
Fri Jan 26 20:06:35 2018	1516997195	0	57	57	57
Fri Jan 26 20:06:35 2018	1516997195	0	57	57	57
Fri Jan 26 20:06:36 2018	1516997196	0	57	58	57
Fri Jan 26 20:06:35 2018	1516997195	0	57	58	57
Fri Jan 26 20:06:35 2018	1516997195	0	57	58	57
Fri Jan 26 20:06:46 2018	1516997206	0	58	58	58
Fri Jan 26 20:06:39 2018	1516997199	0	58	58	58
Fri Jan 26 20:06:37 2018	1516997197	0	58	58	58
Fri Jan 26 20:06:39 2018	1516997199	0	58	58	58
Fri Jan 26 20:06:39 2018	1516997199	0	58	58	58
Fri Jan 26 20:06:39 2018	1516997199	0	58	59	58
Fri Jan 26 20:06:35 2018	1516997195	0	58	59	58
Fri Jan 26 20:06:36 2018	1516997196	0	59	59	58
Fri Jan 26 20:06:42 2018	1516997202	0	59	59	59
Fri Jan 26 20:06:37 2018	1516997197	0	59	59	59
Fri Jan 26 20:06:39 2018	1516997199	0	59	59	59
Fri Jan 26 20:06:46 2018	1516997206	0	59	59	59
Fri Jan 26 20:06:35 2018	1516997195	0	59	60	59
Fri Jan 26 20:06:35 2018	1516997195	0	60	60	59
Fri Jan 26 20:06:35 2018	1516997195	0	59	60	59
Fri Jan 26 20:06:35 2018	1516997195	0	60	60	59
Fri Jan 26 20:06:35 2018	1516997195	0	60	60	59
Fri Jan 26 20:06:35 2018	1516997195	0	60	60	59
Fri Jan 26 20:06:35 2018	1516997195	0	60	60	59
Fri Jan 26 20:06:35 2018	1516997195	0	59	60	59
Fri Jan 26 20:06:35 2018	1516997195	0	60	60	59
Fri Jan 26 20:06:36 2018	1516997196	0	60	60	60
Fri Jan 26 20:06:35 2018	1516997195	0	60	60	60
Fri Jan 26 20:06:35 2018	1516997195	0	60	60	60
Fri Jan 26 20:06:28 2018	1516997188	0	60	60	60
Fri Jan 26 20:06:28 2018	1516997188	0	60	60	60
Fri Jan 26 20:06:28 2018	1516997188	0	60	61	60
Fri Jan 26 20:06:34 2018	1516997194	0	61	61	61
Fri Jan 26 20:06:28 2018	1516997188	0	61	61	61
Fri Jan 26 20:06:46 2018	1516997206	0	61	61	61
Fri Jan 26 20:06:45 2018	1516997205	0	61	61	61
Fri Jan 26 20:06:29 2018	1516997189	0	61	62	61
