starttime	seconds	ctime	dtime	ttime	wait
Fri Jan 26 20:08:01 2018	1516997281	0	7	7	7
Fri Jan 26 20:08:00 2018	1516997280	0	8	8	8
Fri Jan 26 20:08:00 2018	1516997280	0	8	8	8
Fri Jan 26 20:08:00 2018	1516997280	0	8	8	8
Fri Jan 26 20:08:01 2018	1516997281	0	8	9	8
Fri Jan 26 20:08:01 2018	1516997281	0	9	9	8
Fri Jan 26 20:08:01 2018	1516997281	0	9	9	9
Fri Jan 26 20:08:01 2018	1516997281	0	12	13	12
Fri Jan 26 20:08:01 2018	1516997281	0	14	15	14
Fri Jan 26 20:07:55 2018	1516997275	0	16	17	16
Fri Jan 26 20:08:01 2018	1516997281	0	16	17	16
Fri Jan 26 20:08:01 2018	1516997281	0	18	18	17
Fri Jan 26 20:08:00 2018	1516997280	0	19	19	19
Fri Jan 26 20:07:55 2018	1516997275	0	19	20	19
Fri Jan 26 20:08:01 2018	1516997281	0	23	24	23
Fri Jan 26 20:08:01 2018	1516997281	0	23	24	23
Fri Jan 26 20:08:01 2018	1516997281	0	26	26	26
Fri Jan 26 20:08:03 2018	1516997283	0	26	26	26
Fri Jan 26 20:08:03 2018	1516997283	3	23	26	23
Fri Jan 26 20:08:01 2018	1516997281	0	27	27	27
Fri Jan 26 20:08:01 2018	1516997281	0	27	27	27
Fri Jan 26 20:08:03 2018	1516997283	0	27	27	27
Fri Jan 26 20:08:01 2018	1516997281	0	27	27	27
Fri Jan 26 20:07:58 2018	1516997278	0	27	28	27
Fri Jan 26 20:08:01 2018	1516997281	1	27	28	27
Fri Jan 26 20:08:01 2018	1516997281	0	28	28	28
Fri Jan 26 20:08:01 2018	1516997281	0	28	28	28
Fri Jan 26 20:08:01 2018	1516997281	0	28	28	28
Fri Jan 26 20:08:01 2018	1516997281	0	28	28	28
Fri Jan 26 20:08:01 2018	1516997281	0	28	29	28
Fri Jan 26 20:07:58 2018	1516997278	0	30	30	29
Fri Jan 26 20:08:01 2018	1516997281	0	30	31	30
Fri Jan 26 20:07:55 2018	1516997275	0	31	31	30
Fri Jan 26 20:08:03 2018	1516997283	3	28	31	28
Fri Jan 26 20:08:03 2018	1516997283	3	28	31	28
Fri Jan 26 20:08:06 2018	1516997286	0	31	32	31
Fri Jan 26 20:08:10 2018	1516997290	0	31	32	31
Fri Jan 26 20:08:01 2018	1516997281	1	31	32	31
Fri Jan 26 20:07:55 2018	1516997275	0	32	33	32
Fri Jan 26 20:07:58 2018	1516997278	0	32	33	32
Fri Jan 26 20:08:06 2018	1516997286	0	33	33	33
Fri Jan 26 20:08:12 2018	1516997292	0	33	33	33
Fri Jan 26 20:08:12 2018	1516997292	0	33	33	33
Fri Jan 26 20:08:06 2018	1516997286	0	33	33	33
Fri Jan 26 20:08:06 2018	1516997286	0	33	33	33
Fri Jan 26 20:07:55 2018	1516997275	0	33	34	33
Fri Jan 26 20:08:10 2018	1516997290	0	34	35	34
Fri Jan 26 20:07:59 2018	1516997279	0	35	35	35
Fri Jan 26 20:07:58 2018	1516997278	0	36	37	36
Fri Jan 26 20:07:55 2018	1516997275	0	36	37	36
Fri Jan 26 20:07:58 2018	1516997278	0	36	37	36
Fri Jan 26 20:08:08 2018	1516997288	0	36	37	36
Fri Jan 26 20:07:52 2018	1516997272	0	37	37	37
Fri Jan 26 20:08:06 2018	1516997286	0	36	37	36
Fri Jan 26 20:07:59 2018	1516997279	0	37	37	36
Fri Jan 26 20:07:55 2018	1516997275	0	37	37	36
Fri Jan 26 20:08:01 2018	1516997281	0	37	37	37
Fri Jan 26 20:08:01 2018	1516997281	0	37	37	37
Fri Jan 26 20:08:01 2018	1516997281	0	37	38	37
Fri Jan 26 20:08:01 2018	1516997281	0	38	38	38
Fri Jan 26 20:08:01 2018	1516997281	0	38	39	38
Fri Jan 26 20:08:00 2018	1516997280	0	39	39	39
Fri Jan 26 20:08:04 2018	1516997284	0	39	39	38
Fri Jan 26 20:07:58 2018	1516997278	0	39	39	23
Fri Jan 26 20:08:04 2018	1516997284	0	39	39	39
Fri Jan 26 20:08:04 2018	1516997284	0	39	39	39
Fri Jan 26 20:07:55 2018	1516997275	0	40	40	40
Fri Jan 26 20:08:00 2018	1516997280	0	40	40	40
Fri Jan 26 20:08:01 2018	1516997281	1	40	40	40
Fri Jan 26 20:07:58 2018	1516997278	0	40	40	40
Fri Jan 26 20:07:57 2018	1516997277	0	40	40	40
Fri Jan 26 20:08:01 2018	1516997281	1	40	40	40
Fri Jan 26 20:07:58 2018	1516997278	0	40	40	40
Fri Jan 26 20:08:01 2018	1516997281	0	40	40	40
Fri Jan 26 20:08:01 2018	1516997281	1	40	40	40
Fri Jan 26 20:08:01 2018	1516997281	1	40	40	40
Fri Jan 26 20:07:59 2018	1516997279	0	40	41	40
Fri Jan 26 20:08:03 2018	1516997283	1	40	41	40
Fri Jan 26 20:08:03 2018	1516997283	1	40	41	40
Fri Jan 26 20:08:00 2018	1516997280	0	41	41	41
Fri Jan 26 20:08:00 2018	1516997280	0	41	41	41
Fri Jan 26 20:07:57 2018	1516997277	0	41	41	41
Fri Jan 26 20:07:55 2018	1516997275	0	41	41	41
Fri Jan 26 20:08:00 2018	1516997280	0	42	42	41
Fri Jan 26 20:07:59 2018	1516997279	0	42	42	42
Fri Jan 26 20:08:06 2018	1516997286	0	42	42	42
Fri Jan 26 20:07:52 2018	1516997272	0	42	43	42
Fri Jan 26 20:08:03 2018	1516997283	1	42	43	42
Fri Jan 26 20:08:03 2018	1516997283	1	42	43	42
Fri Jan 26 20:08:03 2018	1516997283	1	42	43	42
Fri Jan 26 20:07:58 2018	1516997278	0	42	43	42
Fri Jan 26 20:07:58 2018	1516997278	0	43	43	42
Fri Jan 26 20:07:58 2018	1516997278	0	43	43	42
Fri Jan 26 20:07:58 2018	1516997278	0	43	43	42
Fri Jan 26 20:07:59 2018	1516997279	0	43	43	43
Fri Jan 26 20:07:59 2018	1516997279	0	43	43	43
Fri Jan 26 20:07:58 2018	1516997278	0	43	43	43
Fri Jan 26 20:07:58 2018	1516997278	0	43	43	43
Fri Jan 26 20:07:58 2018	1516997278	0	43	43	42
Fri Jan 26 20:08:00 2018	1516997280	1	43	43	43
Fri Jan 26 20:08:00 2018	1516997280	0	43	44	43
Fri Jan 26 20:08:03 2018	1516997283	1	43	44	43
Fri Jan 26 20:07:58 2018	1516997278	0	44	44	44
Fri Jan 26 20:08:03 2018	1516997283	0	43	44	43
Fri Jan 26 20:08:00 2018	1516997280	0	44	44	44
Fri Jan 26 20:07:58 2018	1516997278	0	44	44	44
Fri Jan 26 20:07:52 2018	1516997272	0	44	44	44
Fri Jan 26 20:07:58 2018	1516997278	0	44	45	44
Fri Jan 26 20:07:59 2018	1516997279	0	44	45	44
Fri Jan 26 20:07:58 2018	1516997278	0	44	45	44
