starttime	seconds	ctime	dtime	ttime	wait
Sat Jan 27 17:49:25 2018	1517075365	0	8	9	8
Sat Jan 27 17:49:35 2018	1517075375	0	9	9	9
Sat Jan 27 17:49:35 2018	1517075375	0	9	9	9
Sat Jan 27 17:49:35 2018	1517075375	0	10	11	10
Sat Jan 27 17:49:25 2018	1517075365	0	10	11	10
Sat Jan 27 17:49:25 2018	1517075365	0	10	11	10
Sat Jan 27 17:49:35 2018	1517075375	0	12	12	12
Sat Jan 27 17:49:28 2018	1517075368	0	13	13	13
Sat Jan 27 17:49:25 2018	1517075365	0	13	14	13
Sat Jan 27 17:49:25 2018	1517075365	0	14	14	13
Sat Jan 27 17:49:23 2018	1517075363	0	14	14	14
Sat Jan 27 17:49:21 2018	1517075361	0	14	15	14
Sat Jan 27 17:49:35 2018	1517075375	0	14	15	14
Sat Jan 27 17:49:35 2018	1517075375	0	15	15	14
Sat Jan 27 17:49:25 2018	1517075365	0	15	15	15
Sat Jan 27 17:49:20 2018	1517075360	0	15	16	15
Sat Jan 27 17:49:35 2018	1517075375	0	15	16	15
Sat Jan 27 17:49:22 2018	1517075362	0	15	16	15
Sat Jan 27 17:49:35 2018	1517075375	0	16	16	16
Sat Jan 27 17:49:24 2018	1517075364	0	16	16	16
Sat Jan 27 17:49:24 2018	1517075364	0	16	16	16
Sat Jan 27 17:49:24 2018	1517075364	0	16	16	16
Sat Jan 27 17:49:24 2018	1517075364	0	16	16	16
Sat Jan 27 17:49:23 2018	1517075363	0	16	16	16
Sat Jan 27 17:49:35 2018	1517075375	0	16	16	16
Sat Jan 27 17:49:21 2018	1517075361	0	16	17	16
Sat Jan 27 17:49:24 2018	1517075364	0	16	17	16
Sat Jan 27 17:49:21 2018	1517075361	0	16	17	16
Sat Jan 27 17:49:22 2018	1517075362	0	16	17	16
Sat Jan 27 17:49:24 2018	1517075364	0	16	17	16
Sat Jan 27 17:49:21 2018	1517075361	0	16	17	16
Sat Jan 27 17:49:35 2018	1517075375	0	17	17	17
Sat Jan 27 17:49:30 2018	1517075370	0	17	17	17
Sat Jan 27 17:49:28 2018	1517075368	0	17	17	17
Sat Jan 27 17:49:30 2018	1517075370	0	17	17	17
Sat Jan 27 17:49:35 2018	1517075375	0	17	17	17
Sat Jan 27 17:49:30 2018	1517075370	0	17	17	17
Sat Jan 27 17:49:35 2018	1517075375	0	17	17	17
Sat Jan 27 17:49:30 2018	1517075370	0	18	18	18
Sat Jan 27 17:49:21 2018	1517075361	0	18	18	18
Sat Jan 27 17:49:28 2018	1517075368	0	18	18	18
Sat Jan 27 17:49:21 2018	1517075361	0	18	18	18
Sat Jan 27 17:49:30 2018	1517075370	0	18	19	18
Sat Jan 27 17:49:30 2018	1517075370	0	18	19	18
Sat Jan 27 17:49:30 2018	1517075370	0	19	19	18
Sat Jan 27 17:49:30 2018	1517075370	0	19	19	19
Sat Jan 27 17:49:28 2018	1517075368	0	19	19	19
Sat Jan 27 17:49:20 2018	1517075360	0	19	19	19
Sat Jan 27 17:49:30 2018	1517075370	0	19	19	19
Sat Jan 27 17:49:30 2018	1517075370	0	19	19	19
Sat Jan 27 17:49:20 2018	1517075360	0	19	19	19
Sat Jan 27 17:49:20 2018	1517075360	0	19	20	19
Sat Jan 27 17:49:30 2018	1517075370	0	19	20	19
Sat Jan 27 17:49:24 2018	1517075364	1	19	20	19
Sat Jan 27 17:49:20 2018	1517075360	0	20	20	20
Sat Jan 27 17:49:28 2018	1517075368	0	20	20	20
Sat Jan 27 17:49:28 2018	1517075368	0	20	20	20
Sat Jan 27 17:49:27 2018	1517075367	0	20	20	20
Sat Jan 27 17:49:28 2018	1517075368	0	20	21	20
Sat Jan 27 17:49:28 2018	1517075368	1	20	21	20
Sat Jan 27 17:49:20 2018	1517075360	0	20	21	20
Sat Jan 27 17:49:22 2018	1517075362	1	20	21	20
Sat Jan 27 17:49:24 2018	1517075364	0	21	21	20
Sat Jan 27 17:49:28 2018	1517075368	0	20	21	20
Sat Jan 27 17:49:28 2018	1517075368	0	21	21	20
Sat Jan 27 17:49:30 2018	1517075370	0	21	21	20
Sat Jan 27 17:49:30 2018	1517075370	0	21	21	20
Sat Jan 27 17:49:28 2018	1517075368	0	21	21	21
Sat Jan 27 17:49:20 2018	1517075360	0	21	21	21
Sat Jan 27 17:49:24 2018	1517075364	1	20	21	20
Sat Jan 27 17:49:30 2018	1517075370	0	21	21	20
Sat Jan 27 17:49:24 2018	1517075364	0	21	21	21
Sat Jan 27 17:49:28 2018	1517075368	0	21	21	21
