starttime	seconds	ctime	dtime	ttime	wait
Fri Jan 26 20:08:44 2018	1516997324	0	4	5	4
Fri Jan 26 20:08:40 2018	1516997320	0	9	9	9
Fri Jan 26 20:08:40 2018	1516997320	0	9	9	9
Fri Jan 26 20:08:40 2018	1516997320	0	10	10	10
Fri Jan 26 20:08:34 2018	1516997314	0	11	12	11
Fri Jan 26 20:08:40 2018	1516997320	0	12	12	12
Fri Jan 26 20:08:43 2018	1516997323	0	13	14	13
Fri Jan 26 20:08:40 2018	1516997320	0	13	14	13
Fri Jan 26 20:08:34 2018	1516997314	0	13	14	13
Fri Jan 26 20:08:29 2018	1516997309	0	14	14	14
Fri Jan 26 20:08:34 2018	1516997314	0	15	15	15
Fri Jan 26 20:08:39 2018	1516997319	0	16	16	15
Fri Jan 26 20:08:39 2018	1516997319	0	16	16	16
Fri Jan 26 20:08:37 2018	1516997317	0	19	19	19
Fri Jan 26 20:08:34 2018	1516997314	0	20	20	19
Fri Jan 26 20:08:39 2018	1516997319	0	20	20	19
Fri Jan 26 20:08:39 2018	1516997319	0	20	20	20
Fri Jan 26 20:08:39 2018	1516997319	0	20	20	20
Fri Jan 26 20:08:29 2018	1516997309	0	20	21	20
Fri Jan 26 20:08:29 2018	1516997309	0	20	21	20
Fri Jan 26 20:08:34 2018	1516997314	0	21	21	21
Fri Jan 26 20:08:34 2018	1516997314	0	21	21	21
Fri Jan 26 20:08:39 2018	1516997319	0	22	22	22
Fri Jan 26 20:08:44 2018	1516997324	0	22	22	22
Fri Jan 26 20:08:29 2018	1516997309	0	22	22	22
Fri Jan 26 20:08:29 2018	1516997309	0	22	22	22
Fri Jan 26 20:08:40 2018	1516997320	0	22	23	22
Fri Jan 26 20:08:43 2018	1516997323	1	22	23	22
Fri Jan 26 20:08:43 2018	1516997323	1	22	23	22
Fri Jan 26 20:08:29 2018	1516997309	0	24	24	24
Fri Jan 26 20:08:29 2018	1516997309	0	23	24	23
Fri Jan 26 20:08:29 2018	1516997309	0	23	24	23
Fri Jan 26 20:08:34 2018	1516997314	0	24	24	24
Fri Jan 26 20:08:43 2018	1516997323	0	24	24	24
Fri Jan 26 20:08:40 2018	1516997320	0	24	24	24
Fri Jan 26 20:08:34 2018	1516997314	0	25	25	25
Fri Jan 26 20:08:34 2018	1516997314	0	25	25	25
Fri Jan 26 20:08:37 2018	1516997317	0	25	25	25
Fri Jan 26 20:08:37 2018	1516997317	0	25	25	25
Fri Jan 26 20:08:28 2018	1516997308	0	25	25	25
Fri Jan 26 20:08:38 2018	1516997318	0	25	26	25
Fri Jan 26 20:08:29 2018	1516997309	0	26	26	26
Fri Jan 26 20:08:34 2018	1516997314	0	26	26	26
Fri Jan 26 20:08:24 2018	1516997304	0	26	26	26
Fri Jan 26 20:08:39 2018	1516997319	0	26	26	26
Fri Jan 26 20:08:43 2018	1516997323	0	26	27	26
Fri Jan 26 20:08:39 2018	1516997319	0	26	27	26
Fri Jan 26 20:08:29 2018	1516997309	0	26	27	26
Fri Jan 26 20:08:40 2018	1516997320	0	26	27	26
Fri Jan 26 20:08:39 2018	1516997319	0	26	27	26
Fri Jan 26 20:08:34 2018	1516997314	0	27	27	27
Fri Jan 26 20:08:40 2018	1516997320	0	27	27	27
Fri Jan 26 20:08:35 2018	1516997315	0	27	28	27
Fri Jan 26 20:08:40 2018	1516997320	0	28	28	28
Fri Jan 26 20:08:40 2018	1516997320	0	28	29	16
Fri Jan 26 20:08:40 2018	1516997320	0	29	29	28
Fri Jan 26 20:08:38 2018	1516997318	0	29	29	28
Fri Jan 26 20:08:29 2018	1516997309	0	29	30	29
Fri Jan 26 20:08:37 2018	1516997317	0	29	30	29
Fri Jan 26 20:08:43 2018	1516997323	0	30	30	30
Fri Jan 26 20:08:43 2018	1516997323	0	30	30	30
Fri Jan 26 20:08:29 2018	1516997309	0	30	30	30
Fri Jan 26 20:08:39 2018	1516997319	0	30	30	30
Fri Jan 26 20:08:35 2018	1516997315	0	30	30	30
Fri Jan 26 20:08:35 2018	1516997315	0	30	31	30
Fri Jan 26 20:08:33 2018	1516997313	0	30	31	30
Fri Jan 26 20:08:35 2018	1516997315	0	31	31	30
Fri Jan 26 20:08:29 2018	1516997309	0	31	31	31
Fri Jan 26 20:08:42 2018	1516997322	0	31	31	31
Fri Jan 26 20:08:43 2018	1516997323	0	31	31	31
Fri Jan 26 20:08:39 2018	1516997319	0	31	31	31
Fri Jan 26 20:08:42 2018	1516997322	0	31	31	31
Fri Jan 26 20:08:38 2018	1516997318	0	31	32	31
Fri Jan 26 20:08:38 2018	1516997318	0	31	32	31
Fri Jan 26 20:08:38 2018	1516997318	0	31	32	31
Fri Jan 26 20:08:38 2018	1516997318	0	31	32	31
Fri Jan 26 20:08:37 2018	1516997317	0	32	32	32
Fri Jan 26 20:08:29 2018	1516997309	4	29	33	29
Fri Jan 26 20:08:29 2018	1516997309	0	32	33	32
Fri Jan 26 20:08:37 2018	1516997317	0	32	33	32
Fri Jan 26 20:08:43 2018	1516997323	0	32	33	32
Fri Jan 26 20:08:24 2018	1516997304	0	33	33	32
Fri Jan 26 20:08:29 2018	1516997309	0	33	33	33
Fri Jan 26 20:08:29 2018	1516997309	0	33	33	33
Fri Jan 26 20:08:34 2018	1516997314	6	27	33	27
Fri Jan 26 20:08:37 2018	1516997317	0	33	34	33
Fri Jan 26 20:08:34 2018	1516997314	6	27	34	27
Fri Jan 26 20:08:28 2018	1516997308	0	34	34	33
Fri Jan 26 20:08:40 2018	1516997320	0	34	34	34
Fri Jan 26 20:08:37 2018	1516997317	0	34	34	34
Fri Jan 26 20:08:39 2018	1516997319	0	34	34	34
Fri Jan 26 20:08:29 2018	1516997309	0	34	35	34
Fri Jan 26 20:08:35 2018	1516997315	0	34	35	34
Fri Jan 26 20:08:38 2018	1516997318	0	34	35	34
Fri Jan 26 20:08:24 2018	1516997304	0	35	35	35
Fri Jan 26 20:08:37 2018	1516997317	0	35	35	34
Fri Jan 26 20:08:43 2018	1516997323	1	34	35	34
Fri Jan 26 20:08:40 2018	1516997320	0	35	35	35
Fri Jan 26 20:08:43 2018	1516997323	1	35	35	34
Fri Jan 26 20:08:42 2018	1516997322	0	35	35	35
Fri Jan 26 20:08:29 2018	1516997309	0	35	35	35
Fri Jan 26 20:08:35 2018	1516997315	0	35	36	35
Fri Jan 26 20:08:42 2018	1516997322	0	35	36	35
Fri Jan 26 20:08:40 2018	1516997320	0	36	36	35
Fri Jan 26 20:08:39 2018	1516997319	0	36	36	36
Fri Jan 26 20:08:40 2018	1516997320	0	36	36	36
Fri Jan 26 20:08:40 2018	1516997320	0	36	36	36
Fri Jan 26 20:08:33 2018	1516997313	0	36	36	36
Fri Jan 26 20:08:40 2018	1516997320	0	36	36	36
Fri Jan 26 20:08:40 2018	1516997320	0	36	36	36
Fri Jan 26 20:08:24 2018	1516997304	0	36	36	36
Fri Jan 26 20:08:29 2018	1516997309	0	36	37	36
Fri Jan 26 20:08:40 2018	1516997320	0	36	37	36
Fri Jan 26 20:08:33 2018	1516997313	0	36	37	36
Fri Jan 26 20:08:39 2018	1516997319	0	36	37	36
Fri Jan 26 20:08:37 2018	1516997317	0	36	37	36
Fri Jan 26 20:08:42 2018	1516997322	0	36	37	36
Fri Jan 26 20:08:24 2018	1516997304	0	36	37	36
Fri Jan 26 20:08:38 2018	1516997318	0	37	37	36
Fri Jan 26 20:08:37 2018	1516997317	0	37	37	37
Fri Jan 26 20:08:43 2018	1516997323	0	37	37	37
Fri Jan 26 20:08:37 2018	1516997317	0	37	37	37
Fri Jan 26 20:08:37 2018	1516997317	0	37	37	37
Fri Jan 26 20:08:37 2018	1516997317	0	37	37	37
Fri Jan 26 20:08:37 2018	1516997317	0	37	37	37
Fri Jan 26 20:08:43 2018	1516997323	0	37	37	37
Fri Jan 26 20:08:43 2018	1516997323	1	36	37	36
Fri Jan 26 20:08:34 2018	1516997314	0	37	37	37
Fri Jan 26 20:08:42 2018	1516997322	0	37	37	37
Fri Jan 26 20:08:37 2018	1516997317	0	37	37	37
Fri Jan 26 20:08:31 2018	1516997311	0	37	37	37
Fri Jan 26 20:08:43 2018	1516997323	0	37	37	37
