starttime	seconds	ctime	dtime	ttime	wait
Thu Jan 25 13:24:24 2018	1516886664	2	21	23	21
Thu Jan 25 13:24:24 2018	1516886664	2	22	23	22
Thu Jan 25 13:24:24 2018	1516886664	2	22	24	22
Thu Jan 25 13:24:24 2018	1516886664	2	22	24	22
Thu Jan 25 13:24:24 2018	1516886664	2	23	24	23
Thu Jan 25 13:24:24 2018	1516886664	1	23	24	23
Thu Jan 25 13:24:24 2018	1516886664	2	23	25	23
Thu Jan 25 13:24:24 2018	1516886664	1	23	25	23
Thu Jan 25 13:24:24 2018	1516886664	1	24	25	24
Thu Jan 25 13:24:25 2018	1516886665	1	36	37	36
Thu Jan 25 13:24:25 2018	1516886665	1	36	37	36
Thu Jan 25 13:24:25 2018	1516886665	0	37	37	37
Thu Jan 25 13:24:24 2018	1516886664	0	37	37	37
Thu Jan 25 13:24:24 2018	1516886664	0	37	37	37
Thu Jan 25 13:24:24 2018	1516886664	0	37	37	37
Thu Jan 25 13:24:25 2018	1516886665	1	36	37	36
Thu Jan 25 13:24:24 2018	1516886664	0	37	37	37
Thu Jan 25 13:24:24 2018	1516886664	0	37	37	37
Thu Jan 25 13:24:25 2018	1516886665	0	37	37	37
Thu Jan 25 13:24:24 2018	1516886664	0	37	37	37
Thu Jan 25 13:24:24 2018	1516886664	0	37	37	37
Thu Jan 25 13:24:24 2018	1516886664	0	37	37	37
Thu Jan 25 13:24:25 2018	1516886665	1	37	37	37
Thu Jan 25 13:24:25 2018	1516886665	1	36	37	36
Thu Jan 25 13:24:24 2018	1516886664	0	37	37	37
Thu Jan 25 13:24:25 2018	1516886665	1	37	37	37
Thu Jan 25 13:24:25 2018	1516886665	0	37	37	37
Thu Jan 25 13:24:25 2018	1516886665	0	37	37	37
Thu Jan 25 13:24:25 2018	1516886665	0	37	37	37
Thu Jan 25 13:24:25 2018	1516886665	0	37	37	37
Thu Jan 25 13:24:25 2018	1516886665	1	37	37	36
Thu Jan 25 13:24:25 2018	1516886665	0	37	37	37
Thu Jan 25 13:24:25 2018	1516886665	1	36	37	36
Thu Jan 25 13:24:25 2018	1516886665	1	37	37	37
Thu Jan 25 13:24:25 2018	1516886665	1	36	37	36
Thu Jan 25 13:24:25 2018	1516886665	1	36	38	36
Thu Jan 25 13:24:24 2018	1516886664	0	37	38	37
Thu Jan 25 13:24:24 2018	1516886664	0	37	38	37
Thu Jan 25 13:24:24 2018	1516886664	0	37	38	37
Thu Jan 25 13:24:25 2018	1516886665	1	36	38	36
Thu Jan 25 13:24:24 2018	1516886664	0	37	38	37
Thu Jan 25 13:24:24 2018	1516886664	1	37	38	37
Thu Jan 25 13:24:24 2018	1516886664	0	37	38	37
Thu Jan 25 13:24:25 2018	1516886665	0	37	38	37
Thu Jan 25 13:24:25 2018	1516886665	2	36	38	36
Thu Jan 25 13:24:24 2018	1516886664	0	38	38	37
Thu Jan 25 13:24:25 2018	1516886665	0	37	38	37
Thu Jan 25 13:24:24 2018	1516886664	0	37	38	37
Thu Jan 25 13:24:24 2018	1516886664	1	37	38	37
Thu Jan 25 13:24:24 2018	1516886664	0	38	38	37
Thu Jan 25 13:24:24 2018	1516886664	0	38	38	37
Thu Jan 25 13:24:25 2018	1516886665	0	38	38	37
Thu Jan 25 13:24:24 2018	1516886664	0	37	38	37
Thu Jan 25 13:24:24 2018	1516886664	0	37	38	37
Thu Jan 25 13:24:24 2018	1516886664	1	37	38	37
Thu Jan 25 13:24:25 2018	1516886665	0	37	38	37
Thu Jan 25 13:24:25 2018	1516886665	2	36	38	36
Thu Jan 25 13:24:24 2018	1516886664	0	38	38	37
Thu Jan 25 13:24:25 2018	1516886665	0	38	38	37
Thu Jan 25 13:24:25 2018	1516886665	0	38	38	37
Thu Jan 25 13:24:24 2018	1516886664	0	37	38	37
Thu Jan 25 13:24:25 2018	1516886665	0	37	38	37
Thu Jan 25 13:24:24 2018	1516886664	0	38	38	37
Thu Jan 25 13:24:24 2018	1516886664	0	38	38	37
Thu Jan 25 13:24:24 2018	1516886664	0	38	38	38
Thu Jan 25 13:24:25 2018	1516886665	0	38	38	37
Thu Jan 25 13:24:25 2018	1516886665	0	38	38	38
Thu Jan 25 13:24:24 2018	1516886664	0	38	38	37
Thu Jan 25 13:24:25 2018	1516886665	0	38	38	37
Thu Jan 25 13:24:24 2018	1516886664	0	38	38	38
Thu Jan 25 13:24:24 2018	1516886664	0	38	38	37
Thu Jan 25 13:24:25 2018	1516886665	0	38	38	38
Thu Jan 25 13:24:25 2018	1516886665	2	36	38	36
Thu Jan 25 13:24:24 2018	1516886664	0	38	38	38
Thu Jan 25 13:24:24 2018	1516886664	0	38	38	38
Thu Jan 25 13:24:24 2018	1516886664	0	38	38	38
Thu Jan 25 13:24:24 2018	1516886664	0	38	38	37
Thu Jan 25 13:24:24 2018	1516886664	0	38	38	38
Thu Jan 25 13:24:25 2018	1516886665	0	38	38	38
Thu Jan 25 13:24:24 2018	1516886664	0	38	38	38
Thu Jan 25 13:24:25 2018	1516886665	0	38	38	38
Thu Jan 25 13:24:24 2018	1516886664	0	38	38	38
Thu Jan 25 13:24:24 2018	1516886664	0	38	38	38
Thu Jan 25 13:24:25 2018	1516886665	0	38	38	38
Thu Jan 25 13:24:25 2018	1516886665	1	37	38	37
Thu Jan 25 13:24:25 2018	1516886665	0	38	38	38
Thu Jan 25 13:24:25 2018	1516886665	0	38	38	38
Thu Jan 25 13:24:24 2018	1516886664	0	38	38	38
Thu Jan 25 13:24:24 2018	1516886664	0	38	38	38
Thu Jan 25 13:24:25 2018	1516886665	0	38	38	38
Thu Jan 25 13:24:24 2018	1516886664	0	38	38	38
Thu Jan 25 13:24:25 2018	1516886665	0	38	38	38
Thu Jan 25 13:24:25 2018	1516886665	1	38	38	38
Thu Jan 25 13:24:25 2018	1516886665	0	38	38	38
Thu Jan 25 13:24:25 2018	1516886665	0	38	38	38
Thu Jan 25 13:24:25 2018	1516886665	0	38	38	38
Thu Jan 25 13:24:24 2018	1516886664	1	37	38	37
Thu Jan 25 13:24:25 2018	1516886665	0	38	38	38
Thu Jan 25 13:24:24 2018	1516886664	0	38	38	38
Thu Jan 25 13:24:25 2018	1516886665	0	38	38	38
Thu Jan 25 13:24:25 2018	1516886665	0	38	38	38
Thu Jan 25 13:24:25 2018	1516886665	0	38	38	38
Thu Jan 25 13:24:24 2018	1516886664	0	38	38	38
Thu Jan 25 13:24:25 2018	1516886665	6	32	38	32
Thu Jan 25 13:24:25 2018	1516886665	0	38	38	38
Thu Jan 25 13:24:25 2018	1516886665	6	32	38	32
Thu Jan 25 13:24:25 2018	1516886665	0	38	38	38
Thu Jan 25 13:24:25 2018	1516886665	0	38	38	38
Thu Jan 25 13:24:25 2018	1516886665	0	38	38	38
Thu Jan 25 13:24:25 2018	1516886665	1	37	38	37
Thu Jan 25 13:24:25 2018	1516886665	0	38	38	38
Thu Jan 25 13:24:25 2018	1516886665	0	38	38	38
Thu Jan 25 13:24:25 2018	1516886665	0	38	39	38
Thu Jan 25 13:24:25 2018	1516886665	0	38	39	38
Thu Jan 25 13:24:25 2018	1516886665	0	38	39	38
Thu Jan 25 13:24:25 2018	1516886665	0	38	39	38
Thu Jan 25 13:24:25 2018	1516886665	0	38	39	38
Thu Jan 25 13:24:25 2018	1516886665	0	38	39	38
Thu Jan 25 13:24:25 2018	1516886665	0	38	39	38
Thu Jan 25 13:24:25 2018	1516886665	0	38	39	38
Thu Jan 25 13:24:25 2018	1516886665	0	38	39	38
Thu Jan 25 13:24:25 2018	1516886665	0	38	39	38
Thu Jan 25 13:24:25 2018	1516886665	0	38	39	38
Thu Jan 25 13:24:24 2018	1516886664	1	38	39	38
Thu Jan 25 13:24:25 2018	1516886665	2	36	39	36
Thu Jan 25 13:24:24 2018	1516886664	1	38	39	38
Thu Jan 25 13:24:25 2018	1516886665	1	38	39	37
Thu Jan 25 13:24:24 2018	1516886664	0	38	39	38
Thu Jan 25 13:24:24 2018	1516886664	1	38	39	38
Thu Jan 25 13:24:25 2018	1516886665	3	36	39	36
Thu Jan 25 13:24:24 2018	1516886664	1	38	39	38
Thu Jan 25 13:24:24 2018	1516886664	1	38	39	38
Thu Jan 25 13:24:24 2018	1516886664	1	38	39	38
Thu Jan 25 13:24:24 2018	1516886664	1	38	39	38
Thu Jan 25 13:24:24 2018	1516886664	1	38	39	38
Thu Jan 25 13:24:24 2018	1516886664	0	39	39	39
Thu Jan 25 13:24:24 2018	1516886664	0	39	39	39
Thu Jan 25 13:24:24 2018	1516886664	0	39	39	39
Thu Jan 25 13:24:24 2018	1516886664	1	39	39	38
Thu Jan 25 13:24:24 2018	1516886664	0	39	39	39
Thu Jan 25 13:24:24 2018	1516886664	0	39	39	39
Thu Jan 25 13:24:24 2018	1516886664	1	39	39	39
Thu Jan 25 13:24:24 2018	1516886664	0	39	39	39
Thu Jan 25 13:24:24 2018	1516886664	0	39	39	39
Thu Jan 25 13:24:24 2018	1516886664	1	39	39	39
Thu Jan 25 13:24:24 2018	1516886664	0	39	39	39
Thu Jan 25 13:24:24 2018	1516886664	0	39	39	39
Thu Jan 25 13:24:24 2018	1516886664	0	39	39	39
Thu Jan 25 13:24:24 2018	1516886664	0	39	40	39
Thu Jan 25 13:24:24 2018	1516886664	0	39	40	39
Thu Jan 25 13:24:24 2018	1516886664	0	39	40	39
Thu Jan 25 13:24:24 2018	1516886664	0	39	40	39
Thu Jan 25 13:24:24 2018	1516886664	0	39	40	39
Thu Jan 25 13:24:24 2018	1516886664	0	39	40	39
Thu Jan 25 13:24:25 2018	1516886665	0	40	40	40
Thu Jan 25 13:24:25 2018	1516886665	0	40	40	40
Thu Jan 25 13:24:24 2018	1516886664	1	39	40	39
Thu Jan 25 13:24:25 2018	1516886665	0	40	40	40
Thu Jan 25 13:24:25 2018	1516886665	0	40	40	40
Thu Jan 25 13:24:25 2018	1516886665	0	40	40	40
Thu Jan 25 13:24:25 2018	1516886665	0	40	40	40
Thu Jan 25 13:24:25 2018	1516886665	0	40	40	40
Thu Jan 25 13:24:25 2018	1516886665	0	40	40	40
Thu Jan 25 13:24:25 2018	1516886665	0	40	40	40
Thu Jan 25 13:24:24 2018	1516886664	1	40	40	40
Thu Jan 25 13:24:24 2018	1516886664	0	40	40	40
Thu Jan 25 13:24:24 2018	1516886664	0	40	41	40
Thu Jan 25 13:24:24 2018	1516886664	0	40	41	40
Thu Jan 25 13:24:24 2018	1516886664	0	40	41	40
Thu Jan 25 13:24:24 2018	1516886664	0	40	41	40
Thu Jan 25 13:24:24 2018	1516886664	0	40	41	40
Thu Jan 25 13:24:24 2018	1516886664	0	40	41	40
Thu Jan 25 13:24:24 2018	1516886664	0	40	41	40
Thu Jan 25 13:24:24 2018	1516886664	0	40	41	40
Thu Jan 25 13:24:24 2018	1516886664	0	40	41	40
Thu Jan 25 13:24:24 2018	1516886664	0	40	41	40
Thu Jan 25 13:24:24 2018	1516886664	0	40	41	40
Thu Jan 25 13:24:24 2018	1516886664	0	40	41	40
Thu Jan 25 13:24:24 2018	1516886664	0	40	41	40
Thu Jan 25 13:24:24 2018	1516886664	1	40	41	40
Thu Jan 25 13:24:37 2018	1516886677	0	44	44	44
Thu Jan 25 13:24:37 2018	1516886677	0	44	44	44
Thu Jan 25 13:24:37 2018	1516886677	0	44	44	44
Thu Jan 25 13:24:37 2018	1516886677	0	44	44	44
Thu Jan 25 13:24:37 2018	1516886677	0	44	45	44
Thu Jan 25 13:24:37 2018	1516886677	0	45	45	44
Thu Jan 25 13:24:37 2018	1516886677	0	45	45	45
Thu Jan 25 13:24:37 2018	1516886677	0	45	45	45
Thu Jan 25 13:24:37 2018	1516886677	0	45	45	45
Thu Jan 25 13:24:32 2018	1516886672	0	45	45	45
Thu Jan 25 13:24:32 2018	1516886672	0	45	46	45
Thu Jan 25 13:24:36 2018	1516886676	0	45	46	45
Thu Jan 25 13:24:32 2018	1516886672	0	45	46	45
Thu Jan 25 13:24:32 2018	1516886672	0	45	46	45
Thu Jan 25 13:24:36 2018	1516886676	0	46	46	45
Thu Jan 25 13:24:36 2018	1516886676	0	46	46	45
Thu Jan 25 13:24:36 2018	1516886676	0	46	46	45
Thu Jan 25 13:24:36 2018	1516886676	0	46	46	46
Thu Jan 25 13:24:36 2018	1516886676	0	46	46	46
Thu Jan 25 13:24:36 2018	1516886676	0	46	46	45
Thu Jan 25 13:24:32 2018	1516886672	0	46	46	45
Thu Jan 25 13:24:36 2018	1516886676	0	46	46	46
Thu Jan 25 13:24:32 2018	1516886672	0	46	46	45
Thu Jan 25 13:24:32 2018	1516886672	0	46	46	46
Thu Jan 25 13:24:32 2018	1516886672	0	46	46	46
Thu Jan 25 13:24:36 2018	1516886676	0	46	46	45
Thu Jan 25 13:24:32 2018	1516886672	0	46	46	46
Thu Jan 25 13:24:37 2018	1516886677	0	46	46	46
Thu Jan 25 13:24:36 2018	1516886676	1	46	46	46
Thu Jan 25 13:24:37 2018	1516886677	0	46	46	46
Thu Jan 25 13:24:37 2018	1516886677	0	46	46	46
Thu Jan 25 13:24:37 2018	1516886677	0	46	46	46
Thu Jan 25 13:24:36 2018	1516886676	0	46	46	46
Thu Jan 25 13:24:37 2018	1516886677	0	46	46	46
Thu Jan 25 13:24:33 2018	1516886673	0	46	46	46
Thu Jan 25 13:24:36 2018	1516886676	0	46	46	46
Thu Jan 25 13:24:37 2018	1516886677	0	46	46	46
Thu Jan 25 13:24:36 2018	1516886676	1	46	46	46
Thu Jan 25 13:24:37 2018	1516886677	0	46	46	46
Thu Jan 25 13:24:37 2018	1516886677	0	46	46	46
Thu Jan 25 13:24:37 2018	1516886677	0	46	46	46
Thu Jan 25 13:24:33 2018	1516886673	0	46	46	46
Thu Jan 25 13:24:36 2018	1516886676	0	46	46	46
Thu Jan 25 13:24:37 2018	1516886677	0	46	46	46
Thu Jan 25 13:24:36 2018	1516886676	0	46	46	46
Thu Jan 25 13:24:33 2018	1516886673	0	46	46	46
Thu Jan 25 13:24:35 2018	1516886675	0	46	46	46
Thu Jan 25 13:24:36 2018	1516886676	0	46	46	46
Thu Jan 25 13:24:36 2018	1516886676	0	46	47	46
Thu Jan 25 13:24:35 2018	1516886675	0	46	47	46
Thu Jan 25 13:24:37 2018	1516886677	0	46	47	46
Thu Jan 25 13:24:37 2018	1516886677	0	46	47	46
Thu Jan 25 13:24:37 2018	1516886677	0	46	47	46
Thu Jan 25 13:24:37 2018	1516886677	0	46	47	46
Thu Jan 25 13:24:37 2018	1516886677	0	46	47	46
Thu Jan 25 13:24:37 2018	1516886677	0	46	47	46
Thu Jan 25 13:24:37 2018	1516886677	0	46	47	46
Thu Jan 25 13:24:36 2018	1516886676	0	46	47	46
Thu Jan 25 13:24:36 2018	1516886676	0	46	47	46
Thu Jan 25 13:24:33 2018	1516886673	0	46	47	46
Thu Jan 25 13:24:33 2018	1516886673	0	46	47	46
Thu Jan 25 13:24:36 2018	1516886676	0	46	47	46
Thu Jan 25 13:24:32 2018	1516886672	0	46	47	46
Thu Jan 25 13:24:24 2018	1516886664	1	46	47	46
Thu Jan 25 13:24:33 2018	1516886673	0	46	47	46
Thu Jan 25 13:24:36 2018	1516886676	0	46	47	46
Thu Jan 25 13:24:32 2018	1516886672	0	46	47	46
Thu Jan 25 13:24:37 2018	1516886677	0	46	47	46
Thu Jan 25 13:24:36 2018	1516886676	0	46	47	46
Thu Jan 25 13:24:32 2018	1516886672	0	46	47	46
Thu Jan 25 13:24:36 2018	1516886676	0	46	47	46
Thu Jan 25 13:24:32 2018	1516886672	0	46	47	46
Thu Jan 25 13:24:33 2018	1516886673	0	46	47	46
Thu Jan 25 13:24:32 2018	1516886672	0	46	47	46
Thu Jan 25 13:24:33 2018	1516886673	0	46	47	46
Thu Jan 25 13:24:33 2018	1516886673	0	46	47	46
Thu Jan 25 13:24:32 2018	1516886672	0	46	47	46
Thu Jan 25 13:24:32 2018	1516886672	0	46	47	46
Thu Jan 25 13:24:35 2018	1516886675	0	46	47	46
Thu Jan 25 13:24:36 2018	1516886676	0	46	47	46
Thu Jan 25 13:24:32 2018	1516886672	0	46	47	46
Thu Jan 25 13:24:30 2018	1516886670	0	46	47	46
Thu Jan 25 13:24:32 2018	1516886672	0	46	47	46
Thu Jan 25 13:24:36 2018	1516886676	0	46	47	46
Thu Jan 25 13:24:35 2018	1516886675	0	47	47	46
Thu Jan 25 13:24:35 2018	1516886675	0	46	47	46
Thu Jan 25 13:24:35 2018	1516886675	0	46	47	46
Thu Jan 25 13:24:35 2018	1516886675	0	46	47	46
Thu Jan 25 13:24:32 2018	1516886672	0	47	47	46
Thu Jan 25 13:24:35 2018	1516886675	0	47	47	46
Thu Jan 25 13:24:35 2018	1516886675	0	46	47	46
Thu Jan 25 13:24:33 2018	1516886673	0	46	47	46
Thu Jan 25 13:24:36 2018	1516886676	0	47	47	46
Thu Jan 25 13:24:30 2018	1516886670	0	47	47	46
